"Microsoft Status","CA Owner","CA Common Name or Certificate Name","Subject","SHA-1 Fingerprint","SHA-256 Fingerprint","Microsoft EKUs","Valid From [GMT]","Valid To [GMT]","Public Key Algorithm","Signature Hash Algorithm"
"Disabled","Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA)","CCA India 2011","CN=CCA India 2011; O=India PKI; C=IN","BED525D1AC63A7FC6A660BA7A895818D5E8DD564","2D66A702AE81BA03AF8CFF55AB318AFA919039D9F31B4D64388680F81311B65A","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2011 Mar 11","2016 Mar 11","RSA 2048 bits","SHA256WithRSA"
"Included","Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA)","CCA India 2014","CN=CCA India 2014; O=India PKI; C=IN","A2B86B5A68D92819D9CE5DD6D7969A4968E11991","60109BC6C38328598A112C7A25E38B0F23E5A7511CB815FB64E0C4FF05DB7DF7","Client Authentication;Document Signing;Encrypting File System;Secure Email;Time Stamping","2014 Mar 05","2024 Mar 05","RSA 2048 bits","SHA256WithRSA"
"Included","Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA)","CCA India 2015 SPL","CN=CCA India 2015 SPL; O=India PKI; C=IN","3BC6DCE00307BD676041EBD85970C62F8FDA5109","C34C5DF53080078FFE45B21A7F600469917204F4F0293F1D7209393E5265C04F","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2015 Jan 29","2025 Jan 29","RSA 2048 bits","SHA256WithRSA"
"Included","Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA)","CCA India 2022","CN=CCA India 2022; O=India PKI; C=IN","A79E41380BAB3ED7F5188D9A5209CEFCB3CA6991","9A3FD3176798E842DDCB12C262F11CFACCA70A8B84C6EA6FDA30842A95A94CD8","Client Authentication;Document Signing;Secure Email;Time Stamping","2022 Feb 02","2042 Feb 02","RSA 4096 bits","SHA256WithRSA"
"Included","Government of India, Ministry of Communications & Information Technology, Controller of Certifying Authorities (CCA)","CCA India 2022 SPL","CN=CCA India 2022 SPL; O=India PKI; C=IN","9152D077FEF058914009BB4C0E42A710A38238AF","B724689B79B2EF9421EF8F5CC733EB093851B170EE715177005A09F226D8C91A","Server Authentication;Client Authentication","2022 Sep 20","2042 Sep 20","RSA 4096 bits","SHA256WithRSA"
"Disabled","Government of Japan, Digital Agency","ApplicationCA2 Root","CN=ApplicationCA2 Root; OU=GPKI; O=Japanese Government; C=JP","F00FC37D6A1C9261FB6BC1C218498C5AA4DC51FB","126BF01C1094D2F0CA2E352380B3C724294546CCC65597BEF7F12D8A171F1984","Server Authentication;Code Signing;Time Stamping","2013 Mar 12","2033 Mar 12","RSA 2048 bits","SHA256WithRSA"
"Disabled","Government of Japan, Digital Agency","ApplicationCA","OU=ApplicationCA; O=Japanese Government; C=JP","7F8AB0CFD051876A66F3360F47C88D8CD335FC74","2D47437DE17951215A12F3C58E51C729A58026EF1FCC0A5FB3D9DC012F600D19","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2007 Dec 12","2017 Dec 12","RSA 2048 bits","SHA1WithRSA"
"Included","Government of Japan, Digital Agency","Japanese Government Root CA","CN=Japanese Government Root CA; O=Japanese Government; C=JP; OrganizationIdentifier=NTRJP-8000012010038","4DCF7D1B9B2608ED2C96B66B29610FCEE76AC7F4","D7A5514D93F7D53BD27DE2051F8E1FF71CA0AC78FACFE46A8BCCA4589984AE64","Document Signing","2023 Dec 12","2048 Dec 12","EC secp384r1","ecdsaWithSHA384"
"Included","Government of Korea, KLID","GPKIRootCA1","CN=GPKIRootCA1; OU=GPKI; O=Government of Korea; C=KR","7612ED9E49B365B4DAD3120C01E603748DAE8CF0","407C276BEAD2E4AF0661EF6697341DEC0A1F9434E4EAFB2D3D32A90549D9DE4A","Server Authentication;Client Authentication;Secure Email","2011 Aug 03","2031 Aug 03","RSA 2048 bits","SHA256WithRSA"
"Included","Government of Korea, KLID","MOIS SSL Root CA","CN=MOIS SSL Root CA; O=Ministry of the Interior and Safety; C=KR","65F9901C549C9BEC6BF422B7FD8EE382F626186B","1CF341AE35341AC3AE1DC68D5B10DC0C9DC1307656F75FD92CA2C68489D52E9A","Server Authentication;Client Authentication","2023 Feb 22","2043 Feb 22","RSA 4096 bits","SHA256WithRSA"
"Disabled","Government of Latvia, Latvian State Radio & Television Centre (LVRTC)","E-ME SSI (RCA)","CN=E-ME SSI (RCA); OU=Sertifikacijas pakalpojumu dala; C=LV","C9321DE6B5A82666CF6971A18A56F2D3A8675602","CD0B3B2AA174B55F18C7502F3C3A76F2198175CE45637370CF4F48B9C2CE4FBF","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2009 May 19","2027 May 19","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Latvia, Latvian State Radio & Television Centre (LVRTC)","VAS Latvijas Pasts SSI(RCA)","CN=VAS Latvijas Pasts SSI(RCA); OU=Sertifikacijas pakalpojumi; O=VAS Latvijas Pasts - Vien.reg.Nr.40003052790; C=LV","086418E906CEE89C2353B6E27FBD9E7439F76316","AAD9CEED5AA6B1CEA28596A8E4E1ABED9386D6EBC9D4AAD9ACDE0FA36BA069D0","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2006 Sep 13","2024 Sep 13","RSA 4096 bits","SHA1WithRSA"
"NotBefore","Government of Lithuania, Registru Centras","RCSC RootCA","CN=RCSC RootCA; OU=RCSC; O=VI Registru centras- i.k. 124110246; C=LT","FDE7C6FDB32BB8E63939840D6AE052C3D8B73B87","7707BB2BE9F7CE057060B8308C3BC087B56529B3638EAF5B2A8049C8E15ED720","Server Authentication;Client Authentication;Document Signing","2017 May 23","2044 May 23","RSA 4096 bits","SHA256WithRSA"
"Disabled","Government of Lithuania, Registru Centras","VI Registru Centras RCSC (RootCA)","CN=VI Registru Centras RCSC (RootCA); OU=Registru Centro Sertifikavimo Centras; O=VI Registru Centras - I.k. 124110246; C=LT","971D3486FC1E8E6315F7C6F2E12967C724342214","0536801FBB443B3E905FD6D70D8C81EB88551BE8061299110D2B4F82E64CADE1","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2008 Jul 21","2024 Jul 21","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Mexico, Autoridad Certificadora Raiz de la Secretaria de Economia","Autoridad Certificadora Raiz de la Secretaria de Economia","CN=Autoridad Certificadora Raiz de la Secretaria de Economia; OU=Direccion General de Normatividad Mercantil; O=Secretaria de Economia; L=Alvaro Obregon; ST=Distrito Federal; C=MX; StreetAddress=Insurgentes Sur 1940; PostalCode=01030; EmailAddress=acrse@economia.gob.mx","34D499426F9FC2BB27B075BAB682AAE5EFFCBA74","77E04C9A751C73F23E2A1336112EC8D5153D382A152FED89D7532C3102771F3C","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2005 May 08","2025 May 08","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Government of Portugal, Sistema de Certificação Electrónica do Estado (SCEE) / Electronic Certification System of the State","ECRaizEstado","CN=ECRaizEstado; O=SCEE; C=PT","3913853E45C439A2DA718CDFB6F3E033E04FEE71","488E134F30C5DB56B76473E608086842BF21AF8AB3CD7AC67EBDF125D531834E","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2006 Jun 23","2030 Jun 23","RSA 4096 bits","SHA1WithRSA"
"Included","Government of Saudi Arabia, NIC (SDAIA)","Saudi National Root CA","OU=Saudi National Root CA; O=National Center for Digital Certification; C=SA","8351509B7DF8CFE87BAE62AEB9B03A52F4E62C79","34BB34E14FAED0D3392F2FC441C0ECD5FD88AD88118DF2D1BA76CDEC1EEA10B8","Server Authentication;Client Authentication;Secure Email;Time Stamping","2012 Apr 29","2029 Nov 29","RSA 2048 bits","SHA256WithRSA"
"NotBefore","Government of South Africa, Post Office Trust Centre","SAPO Class 2 Root CA","CN=SAPO Class 2 Root CA; OU=SAPO Trust Centre; O=South African Post Office Limited; L=Somerset West; ST=Western Cape; C=ZA; EmailAddress=pkiadmin@trustcentre.co.za","E45501608AA1EF89E27B8CD3C3B34C03B038E6D7","FD7CCA48B745213470F503EC6E969C447FC12D4DD5AA2A7CC6C3D5ABBD962B33","Client Authentication;Code Signing;Secure Email;Time Stamping","2010 Sep 15","2030 Sep 14","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Government of South Africa, Post Office Trust Centre","SAPO Class 3 Root CA","CN=SAPO Class 3 Root CA; OU=SAPO Trust Centre; O=South African Post Office Limited; L=Somerset West; ST=Western Cape; C=ZA; EmailAddress=pkiadmin@trustcentre.co.za","38DD7659C735100B00A237E491B7BC0FFCD2316C","1A2512CDA6744ABEA11432A2FDC9F8C088DB5A98C89E13352574CDE4D9E80CDD","Server Authentication;Client Authentication;Code Signing;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Sep 15","2030 Sep 14","RSA 4096 bits","SHA1WithRSA"
"NotBefore","Government of South Africa, Post Office Trust Centre","SAPO Class 4 Root CA","CN=SAPO Class 4 Root CA; OU=SAPO Trust Centre; O=South African Post Office Limited; L=Somerset West; ST=Western Cape; C=ZA; EmailAddress=pkiadmin@trustcentre.co.za","20A8F5FFC43AF4A9BC89881EBF9920FF91E9FD0A","6ED99F7D1B562E464A032C861DBB4137805377FA7F5683F0D4DA992B41306A6C","Client Authentication;Code Signing;Secure Email;Time Stamping","2010 Sep 15","2030 Sep 14","RSA 4096 bits","SHA1WithRSA"
"Included","Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)","ACCVRAIZ1","CN=ACCVRAIZ1; OU=PKIACCV; O=ACCV; C=ES","93057A8815C64FCE882FFA9116522878BC536417","9A6EC012E1A7DA9DBE34194D478AD7C0DB1822FB071DF12981496ED104384113","Server Authentication;Client Authentication;Code Signing;Secure Email","2011 May 05","2030 Dec 31","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Spain, Autoritat de Certificació de la Comunitat Valenciana (ACCV)","Root CA Generalitat Valenciana","CN=Root CA Generalitat Valenciana; OU=PKIGVA; O=Generalitat Valenciana; C=ES","A073E5C5BD43610D864C21130A855857CC9CEA46","8C4EDFD04348F322969E7E29A4CD4DCA004655061C16E1B076422EF342AD630E","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2001 Jul 06","2021 Jul 01","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Government of Spain, Dirección General de la Policía – Ministerio del Interior – España.","AC RAIZ DNIE","CN=AC RAIZ DNIE; OU=DNIE; O=DIRECCION GENERAL DE LA POLICIA; C=ES","B38FECEC0B148AA686C3D00F01ECC8848E8085EB","739710C5245E33EC8A243A1B20048FC9D5F4528599213845C164D004B8B667F9","Server Authentication;Client Authentication;Code Signing;OCSP Signing;Secure Email;Time Stamping","2006 Feb 16","2036 Feb 08","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","AC RAIZ FNMT-RCM","OU=AC RAIZ FNMT-RCM; O=FNMT-RCM; C=ES","B865130BEDCA38D27F69929420770BED86EFBC10","4D9EBB28825C9643AB15D54E5F9614F13CB3E95DE3CF4EAC971301F320F9226E","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Oct 29","2030 Jan 01","RSA 4096 bits","SHA1WithRSA"
"Included","Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","AC RAIZ FNMT-RCM","OU=AC RAIZ FNMT-RCM; O=FNMT-RCM; C=ES","EC503507B215C4956219E2A89A5B42992C4C2C20","EBC5570C29018C4D67B1AA127BAF12F703B4611EBC17B7DAB5573894179B93FA","Server Authentication;Client Authentication;Document Signing;Secure Email;Time Stamping","2008 Oct 29","2030 Jan 01","RSA 4096 bits","SHA256WithRSA"
"Included","Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","AC RAIZ FNMT-RCM G2","CN=AC RAIZ FNMT-RCM G2; O=FNMT-RCM; C=ES; OrganizationIdentifier=VATES-Q2826004J","A4D6B770E765A9BF17ECD7B5E03B852D612FA71D","020786539F02B623CFDF325B2E4E45E0D9E3F1B8E5EC9600EBF0AC8FBF03FBE2","Client Authentication;Document Signing","2024 Oct 10","2049 Oct 04","EC secp384r1","ecdsaWithSHA384"
"Included","Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","AC RAIZ FNMT-RCM SERVIDORES SEGUROS","CN=AC RAIZ FNMT-RCM SERVIDORES SEGUROS; OU=Ceres; O=FNMT-RCM; C=ES; OrganizationIdentifier=VATES-Q2826004J","62FFD99EC0650D03CE7593D2ED3F2D32C9E3E54A","554153B13D2CF9DDB753BFBE1A4E0AE08D0AA4187058FE60A2B862B2E4B87BCB","Server Authentication","2018 Dec 20","2043 Dec 20","EC secp384r1","ecdsaWithSHA384"
"Included","Government of Spain, Fábrica Nacional de Moneda y Timbre (FNMT)","FNMT Clase 2 CA","OU=FNMT Clase 2 CA; O=FNMT; C=ES","43F9B110D5BAFD48225231B0D0082B372FEF9A54","62B9267266212832A8E22DAB933D91C7011274ACF71703F9CC97833751A6E94F","Server Authentication;Secure Email","1999 Mar 18","2019 Mar 18","RSA 1024 bits","SHA1WithRSA"
"NotBefore","Government of Spain, Ministerio de Trabajo e Inmigración (MTIN)","AC1 RAIZ MTIN","CN=AC1 RAIZ MTIN; OU=PRESTADOR DE SERVICIOS DE CERTIFICACION MTIN, SUBDIRECCION GENERAL DE PROCESO DE DATOS; O=MINISTERIO DE TRABAJO E INMIGRACION; L=MADRID; C=ES; SerialNumber=S2819001E","6AD23B9DC48E375F859AD9CAB585325C23894071","5B1D9D24DE0AFEA8B35BA04A1C3E25D0812CDF7C4625DE0A89AF9FE4BBD1BB15","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2009 Nov 05","2019 Nov 03","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Sweden (Försäkringskassan)","Swedish Government Root Authority v2","CN=Swedish Government Root Authority v2; O=Swedish Social Insurance Agency; C=SE","32F442093B36D7031B75CA4DADDCB327FAA02B9C","9CEFB0CB7B74E642932532831E0DC8F4D68AD414261FC3F474B795E72A164E57","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2015 May 05","2040 May 05","RSA 4096 bits","SHA256WithRSA"
"Included","Government of Sweden (Försäkringskassan)","Swedish Government Root Authority v3","CN=Swedish Government Root Authority v3; O=Swedish Social Insurance Agency; C=SE","746F88F9AC163C53009EEF920C4067756A15717E","8F9ADB6D895DAB5ADF5C3D3FAB83927BE0FB64EF82485C62280D584E8BD55D22","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2015 Sep 29","2040 Sep 29","RSA 4096 bits","SHA256WithRSA"
"NotBefore","Government of Taiwan, Government Root Certification Authority (GRCA)","Government Root Certification Authority","O=Government Root Certification Authority; C=TW","F48B11BFDEABBE94542071E641DE6BBE882B40B9","7600295EEFE85B9E1FD624DB76062AAAAE59818A54D2774CD4C0B2C01131E1B3","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2002 Dec 05","2032 Dec 05","RSA 4096 bits","SHA1WithRSA"
"NotBefore","Government of Taiwan, Government Root Certification Authority (GRCA)","Government Root Certification Authority","O=Government Root Certification Authority; C=TW","B091AA913847F313D727BCEFC8179F086F3A8C0F","70B922BFDA0E3F4A342E4EE22D579AE598D071CC5EC9C30F123680340388AEA5","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2012 Sep 28","2037 Dec 31","RSA 4096 bits","SHA256WithRSA"
"Included","Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden Root CA - G3","CN=Staat der Nederlanden Root CA - G3; O=Staat der Nederlanden; C=NL","D8EB6B41519259E0F3E78500C03DB68897C9EEFC","3C4FB0B95AB8B30032F432B86F535FE172C185D0FD39865837CF36187FA6F428","Server Authentication;Client Authentication;Document Signing;IP Security Tunnel Termination;IP Security User;Secure Email","2013 Nov 14","2028 Nov 13","RSA 4096 bits","SHA256WithRSA"
"Included","Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden EV Root CA","CN=Staat der Nederlanden EV Root CA; O=Staat der Nederlanden; C=NL","76E27EC14FDB82C1C0A675B505BE3D29B4EDDBBB","4D2491414CFE956746EC4CEFA6CF6F72E28A1329432F9D8A907AC4CB5DADC15A","Server Authentication;Client Authentication","2010 Dec 08","2022 Dec 08","RSA 4096 bits","SHA256WithRSA"
"Disabled","Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden Root CA","CN=Staat der Nederlanden Root CA; O=Staat der Nederlanden; C=NL","101DFA3FD50BCBBB9BB5600C1955A41AF4733A04","D41D829E8C1659822AF93FCE62BFFCDE264FC84E8B950C5FF275D052354695A3","Server Authentication;Client Authentication;Code Signing;Secure Email;Time Stamping","2002 Dec 17","2015 Dec 16","RSA 2048 bits","SHA1WithRSA"
"Disabled","Government of The Netherlands, PKIoverheid (Logius)","Staat der Nederlanden Root CA - G2","CN=Staat der Nederlanden Root CA - G2; O=Staat der Nederlanden; C=NL","59AF82799186C7B47507CBCF035746EB04DDB716","668C83947DA63B724BECE1743C31A0E6AED0DB8EC5B31BE377BB784F91B6716F","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2008 Mar 26","2020 Mar 25","RSA 4096 bits","SHA256WithRSA"
"Included","Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)","TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1","CN=TUBITAK Kamu SM SSL Kok Sertifikasi - Surum 1; OU=Kamu Sertifikasyon Merkezi - Kamu SM; O=Turkiye Bilimsel ve Teknolojik Arastirma Kurumu - TUBITAK; L=Gebze - Kocaeli; C=TR","3143649BECCE27ECED3A3F0B8F0DE4E891DDEECA","46EDC3689046D53A453FB3104AB80DCAEC658B2660EA1629DD7E867990648716","Server Authentication;Client Authentication","2013 Nov 25","2043 Oct 25","RSA 2048 bits","SHA256WithRSA"
"Disabled","Government of Turkey, Kamu Sertifikasyon Merkezi (Kamu SM)","TÜBİTAK UEKAE Kök Sertifika Hizmet Sağlayıcısı - Sürüm 3","CN=TÜBİTAK UEKAE Kök Sertifika Hizmet Sağlayıcısı - Sürüm 3; OU=Ulusal Elektronik ve Kriptoloji Araştırma Enstitüsü - UEKAE, Kamu Sertifikasyon Merkezi; O=Türkiye Bilimsel ve Teknolojik Araştırma Kurumu - TÜBİTAK; L=Gebze - Kocaeli; C=TR","1B4B396126276B6491A2686DD70243212D1F1D96","E4C73430D7A5B50925DF43370A0D216E9A79B9D6DB8373A0C69EB1CC31C7C52A","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2007 Aug 24","2017 Aug 21","RSA 2048 bits","SHA1WithRSA"
"NotBefore","Government of Uruguay, Agency for E-Government and Information Society (AGESIC)","Autoridad Certificadora Raíz Nacional de Uruguay","CN=Autoridad Certificadora Raíz Nacional de Uruguay; O=AGESIC; C=UY","7A1CDDE3D2197E7137433D3F99C0B369F706C749","5533A0401F612C688EBCE5BF53F2EC14A734EB178BFAE00E50E85DAE6723078A","Server Authentication;Client Authentication;Code Signing;Document Signing;IP Security User;Secure Email;Time Stamping","2011 Nov 03","2031 Oct 29","RSA 4096 bits","SHA256WithRSA"
"Disabled","Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE)","Autoridad de Certificacion Raiz del Estado Venezolano","CN=Autoridad de Certificacion Raiz del Estado Venezolano; OU=Superintendencia de Servicios de Certificacion Electronica; O=Sistema Nacional de Certificacion Electronica; L=Caracas; ST=Distrito Capital; C=VE; EmailAddress=acraiz@suscerte.gob.ve","DD83C519D43481FAD4C22C03D702FE9F3B22F517","0E88EB6EA256E19EF8D3ABD61A24D38DBAD632816DD957294427E4724D81A386","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2007 Feb 16","2027 Feb 11","RSA 4096 bits","SHA1WithRSA"
"Disabled","Government of Venezuela, Superintendencia de Servicios de Certificación Electrónica (SUSCERTE)","Autoridad de Certificacion Raiz del Estado Venezolano","CN=Autoridad de Certificacion Raiz del Estado Venezolano; OU=Superintendencia de Servicios de Certificacion Electronica; O=Sistema Nacional de Certificacion Electronica; L=Caracas; ST=Distrito Capital; C=VE; EmailAddress=acraiz@suscerte.gob.ve","398EBE9C0F46C079C3C7AFE07A2FDD9FAE5F8A5C","CA7A5E68C53D2C51F72F6B465D3ED753F5903EC7901C8D0F55D868337C81975A","Server Authentication;Client Authentication;Code Signing;Encrypting File System;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2010 Dec 28","2030 Dec 23","RSA 4096 bits","SHA384WithRSA"
"Disabled","HALCOM d.d.","Halcom CA FO","CN=Halcom CA FO; O=Halcom; C=SI","0409565B77DA582E6495AC0060A72354E64B0192","5A1B5D6BC65523B40A6DEFFA45B48E4288AE8DD86DD70A5B858D4A5AFFC94F71","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2005 Jun 05","2020 Jun 05","RSA 2048 bits","SHA1WithRSA"
"Disabled","HALCOM d.d.","Halcom CA PO 2","CN=Halcom CA PO 2; O=Halcom; C=SI","7FBB6ACD7E0AB438DAAF6FD50210D007C6C0829C","FE7114D07A147759891FF37B4F53EB43568296BC3BF89BC12CAFB186985EF28D","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;IP Security IKE Intermediate;IP Security Tunnel Termination;IP Security User;OCSP Signing;Secure Email;Time Stamping","2004 Feb 07","2019 Feb 07","RSA 1024 bits","SHA1WithRSA"
"Disabled","HALCOM d.d.","Halcom Root CA","CN=Halcom Root CA; O=Halcom; C=SI","535B001672ABBF7B6CC25405AE4D24FE033FD1CC","8B3FDB151AF759C566143E07C950EDE4F9E8C7CF808453D33BCB78E52A400AF9","Server Authentication;Client Authentication;Code Signing;IP Security Tunnel Termination;IP Security User;Secure Email;Time Stamping","2012 Feb 08","2032 Feb 08","RSA 2048 bits","SHA512WithRSA"
"Included","HALCOM d.d.","Halcom Root Certificate Authority","CN=Halcom Root Certificate Authority; O=Halcom d.d.; C=SI; OrganizationIdentifier=VATSI-43353126","23D731FEDC5C8BB97DE6DC8E13B411BD4F24004F","D7BA3F4FF8AD05633451470DDA3378A3491B90005E5C687D2B68D53647CFDD66","Server Authentication;Client Authentication;Code Signing;Document Signing;Encrypting File System;Secure Email;Time Stamping","2016 Jun 10","2036 Jun 10","RSA 2048 bits","SHA256WithRSA"
"Included","HARICA","HARICA Client ECC Root CA 2021","CN=HARICA Client ECC Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","BE64D3DA144BD26BCDAF8FDBA6A672F8DE26F900","8DD4B5373CB0DE36769C12339280D82746B3AA6CD426E797A31BABE4279CF00B","Client Authentication;Document Signing;Secure Email","2021 Feb 19","2045 Feb 13","EC secp384r1","ecdsaWithSHA384"
"Included","HARICA","HARICA Client RSA Root CA 2021","CN=HARICA Client RSA Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","46C6900A773AB6BCF465ADACFCE3F707006EDE6E","1BE7ABE30686B16348AFD1C61B6866A0EA7F4821E67D5E8AF937CF8011BC750D","Client Authentication;Document Signing;Secure Email","2021 Feb 19","2045 Feb 13","RSA 4096 bits","SHA256WithRSA"
"Included","HARICA","HARICA Code Signing ECC Root CA 2021","CN=HARICA Code Signing ECC Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","E436E537B71342B62E8E00305AD9A3D1D73347E9","794E774638CE7B3CF05EBC8967CF47315316C351DC26387476E0C099C2ED47CC","Code Signing;Time Stamping","2021 Feb 19","2045 Feb 13","EC secp384r1","ecdsaWithSHA384"
"Included","HARICA","HARICA Code Signing RSA Root CA 2021","CN=HARICA Code Signing RSA Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","8DDEB82046B6227C79246A3EAD7B32C3E88FFCAC","C40EBDCD75A90E4B7496ABB23E789A48E33C03284F75D95130575AE6860AE13C","Code Signing;Time Stamping","2021 Feb 19","2045 Feb 13","RSA 4096 bits","SHA256WithRSA"
"Included","HARICA","HARICA TLS ECC Root CA 2021","CN=HARICA TLS ECC Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","BCB0C19DE9989270193857E98DA7B45D6EEE0148","3F99CC474ACFCE4DFED58794665E478D1547739F2E780F1BB4CA9B133097D401","Server Authentication;Client Authentication","2021 Feb 19","2045 Feb 13","EC secp384r1","ecdsaWithSHA384"
"Included","HARICA","HARICA TLS RSA Root CA 2021","CN=HARICA TLS RSA Root CA 2021; O=Hellenic Academic and Research Institutions CA; C=GR","022D0582FA88CE140C0679DE7F1410E945D7A56D","D95D0E8EDA79525BF9BEB11B14D2100D3294985F0C62D9FABD9CD999ECCB7B1D","Server Authentication;Client Authentication","2021 Feb 19","2045 Feb 13","RSA 4096 bits","SHA256WithRSA"
"Included","HARICA","Hellenic Academic and Research Institutions ECC RootCA 2015","CN=Hellenic Academic and Research Institutions ECC RootCA 2015; O=Hellenic Academic and Research Institutions Cert. Authority; L=Athens; C=GR","9FF1718D92D59AF37D7497B4BC6F84680BBAB666","44B545AA8A25E65A73CA15DC27FC36D24C1CB9953A066539B11582DC487B4833","Server Authentication;Client Authentication;Code Signing;Secure Email","2015 Jul 07","2040 Jun 30","EC secp384r1","ecdsaWithSHA256"
"Included","HARICA","Hellenic Academic and Research Institutions RootCA 2011","CN=Hellenic Academic and Research Institutions RootCA 2011; O=Hellenic Academic and Research Institutions Cert. Authority; C=GR","FE45659B79035B98A161B5512EACDA580948224D","BC104F15A48BE709DCA542A7E1D4B9DF6F054527E802EAA92D595444258AFE71","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2011 Dec 06","2031 Dec 01","RSA 2048 bits","SHA1WithRSA"
"Included","HARICA","Hellenic Academic and Research Institutions RootCA 2015","CN=Hellenic Academic and Research Institutions RootCA 2015; O=Hellenic Academic and Research Institutions Cert. Authority; L=Athens; C=GR","010C0695A6981914FFBF5FC6B0B695EA29E912A6","A040929A02CE53B4ACF4F2FFC6981CE4496F755E6D45FE0B2A692BCD52523F36","Server Authentication;Client Authentication;Code Signing;Document Signing;Secure Email;Time Stamping","2015 Jul 07","2040 Jun 30","RSA 4096 bits","SHA256WithRSA"
"Disabled","IdenTrust Services, LLC","DST Root CA X3","CN=DST Root CA X3; O=Digital Signature Trust Co.","DAC9024F54D8F6DF94935FB1732638CA6AD77C13","0687260331A72403D909F105E69BCF0D32E1BD2493FFC6D9206D11BCD6770739","Server Authentication;Client Authentication;Document Signing;Encrypting File System;Secure Email;Time Stamping","2000 Sep 30","2021 Sep 30","RSA 2048 bits","SHA1WithRSA"
